interactions,customer_id_encoded,product_id_encoded,rating_normalized
1,60385,18769,0.0
1,56651,12447,1.0
1,41061,14418,1.0
1,32410,3160,0.5
1,37820,16166,1.0
1,50405,12052,1.0
1,16541,11224,1.0
1,53627,20127,1.0
1,6408,19263,1.0
1,55396,17438,1.0
1,63685,21211,0.75
1,1739,16857,0.75
1,32027,908,1.0
1,20605,17589,0.0
1,23768,3975,0.75
3,39606,5049,1.0
1,61220,8054,0.75
2,13307,364,0.0
1,785,19815,1.0
1,56922,12395,1.0
1,33738,13264,0.75
1,57813,20267,0.75
1,37750,14070,0.75
2,61280,19565,1.0
1,54962,20020,0.0
1,2975,8351,1.0
1,723,8027,0.25
1,3319,384,1.0
1,64484,4657,1.0
1,12517,18783,0.5
1,8900,646,0.5
1,38290,4545,0.75
1,28152,11389,1.0
1,21155,14260,1.0
1,62525,17017,1.0
1,44829,7392,0.0
1,14900,7145,1.0
1,53045,18239,1.0
1,19896,12674,1.0
1,43599,10047,1.0
1,55751,10082,1.0
1,40471,20114,1.0
1,46479,11823,0.5
1,21485,6142,0.25
1,36937,12578,0.75
1,58150,12545,1.0
1,11044,10627,1.0
1,7157,17202,1.0
2,7292,17813,0.75
1,31199,6756,0.5
1,26878,19559,1.0
1,49073,4506,1.0
1,44342,3122,1.0
2,50603,18212,0.75
2,10890,1030,1.0
1,2309,6923,0.5
1,57525,17820,1.0
1,5630,4316,1.0
1,58621,7026,1.0
1,42670,18803,0.75
1,13893,12865,0.75
1,38780,115,1.0
1,35597,2266,0.75
1,44567,20742,1.0
1,50749,1869,1.0
1,27449,3975,0.0
1,59307,1609,1.0
1,62808,8682,1.0
1,12568,18966,1.0
1,45037,12760,0.0
1,37623,4231,1.0
1,64602,14298,1.0
1,48533,5697,1.0
1,10183,18966,0.0
1,44962,10912,0.0
1,42122,10323,1.0
1,36571,5279,1.0
1,846,14042,1.0
1,5425,17460,1.0
1,40590,6816,1.0
1,57816,8612,1.0
1,39208,7013,1.0
1,59918,12627,1.0
1,11485,8517,1.0
1,49493,17522,0.0
1,52191,10225,1.0
1,15619,9164,1.0
2,42134,4714,0.0
1,22160,7450,0.75
2,44810,9001,1.0
2,46674,20932,0.25
1,43653,15247,1.0
1,13726,1581,1.0
1,4870,2836,1.0
1,43276,21018,1.0
1,24504,17750,1.0
2,7406,5949,1.0
1,31330,3651,1.0
1,17580,10136,1.0
1,1107,7187,1.0
1,43752,12725,1.0
1,12392,16353,0.0
1,64199,20774,1.0
1,12351,19237,1.0
2,36018,16241,0.0
1,58337,10448,1.0
1,17151,15913,1.0
1,6472,2165,0.5
1,23501,14017,0.75
1,41280,9676,1.0
1,14726,13713,0.0
1,11787,13778,1.0
1,34293,5784,0.0
1,17213,5737,0.75
1,57855,4674,1.0
1,54246,16592,1.0
1,47122,11227,1.0
1,51962,6711,1.0
1,4233,12867,0.75
1,31701,12373,1.0
1,63967,7141,1.0
1,49532,5764,1.0
1,32813,6373,0.25
1,63690,13726,1.0
1,21667,20258,1.0
1,2802,5758,0.0
1,50728,10454,1.0
1,44515,17081,1.0
1,16392,9921,1.0
1,53253,10082,1.0
1,46484,10627,0.5
1,46957,13437,0.0
1,51363,7389,1.0
1,52402,14423,1.0
1,33694,21173,1.0
1,5512,20531,0.0
1,19530,8151,0.75
1,29048,73,1.0
1,37661,8698,1.0
1,11188,11099,0.0
1,18060,13441,0.5
1,1996,5643,0.0
1,27695,13317,0.75
1,15384,1874,0.25
1,28031,13303,1.0
1,12734,2081,1.0
1,5720,16072,1.0
1,3296,16593,1.0
1,64835,20820,0.5
1,47101,12611,1.0
1,47724,13754,0.0
1,16569,20522,1.0
1,51858,2583,1.0
1,37722,16854,0.75
1,56285,19423,1.0
1,39682,7374,1.0
1,33187,14629,1.0
1,44748,19406,1.0
1,41011,5901,0.75
1,14863,1340,1.0
1,11023,20046,0.0
1,24073,16620,1.0
1,42351,17770,1.0
1,56154,3351,1.0
1,53069,8298,1.0
1,54449,5579,1.0
1,41196,7311,1.0
1,21341,5367,0.75
1,13220,2180,1.0
1,6428,19579,1.0
1,14201,2206,0.25
1,27699,18066,1.0
1,28963,21069,1.0
1,6836,7,1.0
1,33108,20808,1.0
1,17857,17897,0.75
1,58772,18033,1.0
1,9874,4370,1.0
1,20113,8482,0.0
1,38386,20232,0.0
1,3412,19077,1.0
1,42970,6276,1.0
1,56192,4554,1.0
1,28614,15978,0.0
1,59581,11878,0.25
1,21836,8482,1.0
1,15087,13344,0.25
1,16356,13824,1.0
5,55737,17558,0.25
2,64701,6233,1.0
1,28047,16513,1.0
1,3098,17430,0.5
1,32689,9009,1.0
1,6578,5538,0.0
1,29617,2062,1.0
1,51295,11818,1.0
1,25705,8181,1.0
1,36912,4970,1.0
1,3687,14641,1.0
1,39031,1854,1.0
1,44035,12788,0.75
1,53866,8827,1.0
1,713,7164,1.0
1,37617,8386,1.0
1,61143,12469,1.0
1,21578,19230,1.0
1,15819,21270,1.0
4,53281,19780,1.0
1,62767,12168,0.25
1,53106,13675,1.0
1,36384,9745,1.0
1,41990,911,0.25
1,32232,9625,1.0
1,20745,18735,1.0
1,40906,13717,1.0
1,4783,5870,1.0
1,1673,10139,0.75
1,37728,19863,1.0
2,20197,18804,0.5
1,40937,595,0.5
1,14760,10015,1.0
1,36122,17057,1.0
5,4338,15125,1.0
1,56705,3418,1.0
1,9682,562,1.0
1,3123,11287,1.0
1,38275,9229,1.0
1,60993,16893,1.0
1,42446,18486,1.0
3,62107,19395,0.5
1,58311,17674,1.0
1,43451,8041,1.0
1,16661,21141,0.75
1,50823,3913,1.0
1,42664,11685,1.0
1,301,8145,0.75
1,5770,18876,0.75
1,46494,13606,1.0
1,45196,9877,1.0
1,45272,1892,0.0
1,6827,14223,0.25
1,36268,10231,1.0
1,64287,5281,1.0
1,842,3660,1.0
1,13283,1949,1.0
1,54432,8287,1.0
2,28296,16452,1.0
1,62936,7585,0.75
1,47853,20191,1.0
1,22461,11726,1.0
1,5498,10875,0.75
1,1621,10830,1.0
1,34776,7116,0.0
1,56747,12471,1.0
1,38994,1856,0.5
1,31309,264,0.75
1,1016,17761,0.0
1,34699,14399,0.75
1,39754,13548,0.0
1,26986,1861,1.0
1,35230,9892,1.0
1,40233,19062,0.25
1,35837,13369,0.75
1,13299,7585,1.0
1,64210,3587,1.0
1,57227,5084,0.5
1,53361,19090,0.5
1,3661,14298,0.5
1,30844,5486,1.0
1,43559,3629,1.0
1,46228,12725,0.5
1,36882,10032,1.0
1,31618,16854,1.0
1,61365,15622,0.75
1,37707,6302,1.0
1,38963,13958,1.0
1,13700,8878,1.0
1,42871,10770,1.0
1,20906,12952,0.75
1,15062,9005,0.75
1,51078,8682,1.0
1,53537,9510,0.25
1,33780,16418,1.0
1,16350,4943,1.0
1,17971,14452,1.0
1,44626,651,1.0
1,54415,9319,1.0
1,38085,15700,0.75
1,22925,11292,0.75
1,2827,4045,0.75
1,53809,19237,1.0
1,26680,3238,0.75
1,63364,20108,1.0
1,30956,6728,0.75
1,40047,19018,1.0
2,11504,19390,1.0
1,32452,14073,1.0
1,29565,7501,0.75
1,40543,4524,0.75
1,55783,959,1.0
1,15720,14424,1.0
1,18013,20436,1.0
1,43980,18580,0.0
1,37322,8699,0.75
1,59000,6036,1.0
1,21066,7421,1.0
1,52763,6638,0.0
1,38930,1087,1.0
1,45027,4991,1.0
1,45178,15192,1.0
1,41021,2833,0.75
1,62416,8532,0.75
1,43132,13140,1.0
1,8358,3980,1.0
1,542,1760,1.0
1,28600,2812,1.0
1,35308,11639,1.0
1,8343,6502,1.0
1,31838,12276,0.75
1,58070,6509,1.0
1,7566,15313,1.0
1,57866,17301,0.5
2,64235,8532,0.75
1,48624,14029,0.0
1,19196,12669,0.75
1,7441,19932,1.0
1,56066,5978,0.75
2,41407,4506,0.75
1,56394,20903,1.0
1,60906,73,1.0
1,11304,4768,0.5
1,18341,15172,0.0
1,20958,9342,0.0
1,41620,6380,1.0
1,50636,2161,0.25
1,42250,1612,1.0
1,63138,14006,0.75
1,16154,18565,0.0
1,43795,5330,1.0
1,50652,6760,1.0
1,29712,13107,0.5
1,40962,7366,1.0
2,33486,13401,0.25
1,38965,10264,0.25
1,60139,12725,0.75
1,36292,21030,0.75
1,13289,19523,1.0
1,64076,5291,1.0
1,53844,1937,1.0
2,8170,16262,0.5
1,11919,1779,1.0
1,35551,14029,1.0
1,45874,8750,0.75
1,36911,2830,1.0
1,33511,18931,0.75
1,30995,8085,0.0
2,12486,5770,1.0
1,9776,6700,0.0
1,58023,11573,1.0
1,64673,628,1.0
1,38284,7412,0.75
2,50644,13535,0.0
1,23917,535,0.75
1,12048,5869,1.0
1,58382,13283,0.5
1,7215,5131,1.0
1,48107,18299,1.0
1,7994,1779,0.75
1,27684,15885,0.0
1,21102,16244,1.0
1,62129,19630,0.75
1,30385,14943,1.0
1,42340,6707,1.0
1,49500,12395,0.5
1,16474,6393,1.0
1,9850,4197,1.0
1,8979,10215,1.0
1,57561,12517,1.0
1,22116,6933,0.0
1,33839,18375,1.0
1,34638,20557,0.75
1,18507,14077,0.0
1,54247,1520,1.0
1,39492,16152,0.5
1,4589,8482,0.75
1,61176,17602,0.25
1,22213,8321,1.0
1,55357,15467,1.0
1,9764,16276,1.0
1,22855,2826,1.0
1,12306,6373,1.0
1,11235,10889,1.0
1,18701,3441,1.0
1,64608,908,0.75
1,41433,6433,1.0
1,10905,8426,1.0
1,12406,14143,1.0
1,20729,15789,0.75
1,6718,17674,1.0
1,11467,14601,1.0
1,18040,3629,0.0
1,28278,19411,1.0
1,47942,2505,1.0
1,15112,15085,1.0
1,2761,789,0.0
1,23211,19572,0.75
1,48183,4602,1.0
1,64874,9053,1.0
1,6741,9851,0.75
1,29111,9071,0.75
1,40910,9009,1.0
1,38406,17522,0.75
1,45611,17444,0.75
1,64690,20226,1.0
1,59274,7839,0.0
1,48671,20928,1.0
1,29153,3517,0.75
1,43370,12725,0.5
1,49683,13489,0.75
2,6202,20565,0.5
1,23038,4687,0.25
1,50739,963,1.0
1,9482,8915,1.0
1,3105,2942,1.0
1,53636,167,0.0
1,53364,4428,1.0
1,16580,17000,1.0
1,33848,105,1.0
1,14153,11708,0.0
1,35924,16854,0.75
1,22542,17570,0.0
1,31470,1315,0.5
1,59983,8209,1.0
1,16059,11125,0.5
1,35062,7016,0.5
1,14396,4824,0.5
1,59942,1950,1.0
1,13907,14909,1.0
1,45645,14451,0.75
1,56889,20727,0.75
1,59791,10395,0.0
1,8316,9891,1.0
1,13738,12215,0.5
1,51018,1725,0.0
1,26240,4312,1.0
1,63146,19786,0.25
1,17343,4203,1.0
1,56000,1157,1.0
1,13285,19325,1.0
1,31611,18770,1.0
2,54275,4991,0.75
1,54417,5844,0.75
1,34216,12514,0.5
1,40305,12046,0.75
1,52295,11981,0.75
2,4702,7852,0.25
1,18836,553,0.0
1,35084,9420,1.0
2,45506,12071,0.75
1,21349,11211,1.0
1,15728,7061,0.0
1,19237,8298,1.0
1,46277,14768,0.5
1,58974,18960,1.0
1,8197,17551,1.0
1,54263,16273,0.5
1,36914,7654,0.25
1,42735,339,1.0
1,57967,16216,1.0
1,47849,6286,1.0
1,21567,196,0.75
1,58464,14298,1.0
1,33650,829,1.0
1,48255,8122,0.75
1,3468,8251,0.75
1,4182,4126,0.0
1,687,12496,1.0
1,64294,15816,1.0
1,17517,16117,1.0
1,14018,5071,1.0
1,44816,15588,0.75
1,25056,4354,1.0
1,3193,14333,0.0
1,36715,5718,1.0
1,14429,15085,0.75
1,45267,3637,1.0
2,43710,19812,0.5
1,34447,8205,0.0
1,38797,6222,0.75
1,22159,16036,1.0
1,20397,4983,0.5
1,26810,12837,1.0
1,38573,12248,1.0
1,1786,14756,1.0
1,57963,20501,1.0
1,19850,6883,1.0
1,15142,9590,1.0
1,38320,9486,1.0
1,37548,19560,1.0
1,31397,5330,0.75
1,29672,1333,0.25
1,7908,2165,0.75
1,11416,16117,1.0
1,40594,7145,0.0
1,65036,11639,1.0
1,42287,13662,0.25
1,34530,13326,0.0
1,1341,8890,1.0
1,34114,20468,1.0
1,8020,14323,1.0
1,45762,17634,1.0
1,124,2003,0.25
1,21511,6402,1.0
1,55522,8376,1.0
1,21408,1701,0.75
1,28170,3688,1.0
1,19365,19073,1.0
1,46870,1042,1.0
1,13826,8115,1.0
1,53003,5538,1.0
1,50355,9229,1.0
1,60000,1087,1.0
1,62128,17110,0.0
1,51219,20843,0.75
1,31054,18407,1.0
1,60198,5714,0.75
1,47185,19047,1.0
1,62113,12119,1.0
2,29956,12122,0.0
1,44927,16160,1.0
1,55837,15384,1.0
1,6378,5538,1.0
1,1075,4714,0.5
1,3782,15909,0.0
1,26211,19203,0.75
2,63635,10930,0.75
2,49278,7176,0.75
1,60062,9500,0.75
1,24741,959,0.75
1,25260,12725,0.75
1,18027,11423,0.5
1,27388,15375,0.0
1,12227,10231,1.0
1,19045,7808,1.0
1,22943,19292,1.0
1,57141,20505,0.0
1,11341,9047,0.0
1,14047,4583,0.75
1,9902,8820,1.0
1,13605,21153,0.5
1,62350,16434,0.75
1,23526,670,1.0
1,18595,123,0.5
1,55616,15981,1.0
1,34346,4796,1.0
1,6616,13897,0.75
1,17863,15051,1.0
1,63107,3699,1.0
1,44173,2731,0.0
1,42987,5870,0.75
1,6175,10738,1.0
1,9003,16880,0.0
1,11117,14006,1.0
1,20066,7993,1.0
1,7365,16931,0.5
1,22234,7642,1.0
1,59354,17271,1.0
1,60451,15143,1.0
1,63004,5959,1.0
3,38077,9243,1.0
1,11481,4750,1.0
1,64601,20439,1.0
1,54594,19156,0.0
1,64763,2490,1.0
1,44599,104,1.0
1,15804,20885,0.0
1,36745,14783,1.0
1,30106,20430,1.0
1,38953,4476,0.0
1,7973,1920,1.0
1,56347,20356,0.75
1,20606,11942,0.75
1,47741,4506,1.0
1,32171,20479,1.0
1,12896,18467,1.0
2,38326,11704,0.25
1,1742,15630,1.0
1,39373,15775,0.5
1,2598,12820,0.25
1,13128,10739,0.75
1,25372,18881,1.0
1,33429,14298,1.0
1,44564,21179,1.0
1,60813,12359,1.0
1,18181,4388,0.25
1,924,6429,0.75
1,51437,10976,1.0
1,31352,19406,1.0
1,53001,10918,1.0
1,51535,5494,1.0
1,18282,2165,0.5
1,39852,19043,0.0
1,25017,12626,1.0
1,29186,5622,1.0
1,60752,5784,0.75
1,29057,8439,1.0
1,64132,11254,1.0
1,17642,13612,1.0
1,39993,14510,1.0
2,27025,662,0.0
1,35215,13612,1.0
1,4056,12725,0.5
1,33452,3629,0.5
1,28833,11883,1.0
1,56800,19796,0.0
1,57023,7708,0.0
1,62839,2654,0.25
1,41405,3314,1.0
1,26739,17513,0.75
1,33011,8227,0.5
1,23980,3260,1.0
1,2995,16828,0.0
1,42720,18665,1.0
1,44365,10102,1.0
1,64499,2162,0.0
1,24695,4328,1.0
1,44533,9930,1.0
1,7522,14159,1.0
1,56897,14065,0.75
1,62061,16900,1.0
1,59921,20039,0.75
1,50221,14743,1.0
1,25827,880,0.5
2,6257,7006,1.0
1,8347,967,0.75
1,11275,10555,1.0
1,17097,8541,1.0
1,16772,15184,0.5
1,42967,13713,1.0
1,51355,1114,1.0
1,5727,13544,1.0
1,48855,5966,1.0
1,35673,19405,1.0
1,27207,6324,0.75
1,6980,1065,1.0
1,2333,4442,1.0
1,25936,8708,1.0
1,53613,11783,0.75
1,31516,6697,1.0
1,51283,5517,0.25
1,45443,1813,1.0
1,21641,2503,1.0
1,49989,15594,0.0
1,25729,5578,1.0
1,39790,10215,1.0
1,32070,19464,0.0
2,52440,16688,0.75
1,36156,4043,1.0
1,44472,5022,0.5
1,28410,16316,1.0
1,7361,1076,1.0
1,7205,7580,0.75
1,13485,14787,1.0
1,19289,16114,1.0
1,25387,311,0.0
1,10122,6242,1.0
2,54285,20397,1.0
1,23834,9435,1.0
1,22808,2035,1.0
1,32136,12795,1.0
1,13702,20842,1.0
1,35659,20608,0.75
1,60960,9088,1.0
1,33743,14679,1.0
1,37074,6686,1.0
1,19484,14756,0.5
1,23295,20227,1.0
1,33239,11282,0.75
1,18285,4657,1.0
1,35094,10395,1.0
6,7344,3430,1.0
1,24208,5649,1.0
